05,08,13,26,XX,33,XX,XX,XX,XX,40,46,XX,50,XX,56,61,XX,XX,72,82,85,XX,XX,87,89,XX,XX,04,XX,05,08,XX,XX,12,15,XX,XX,17,26,34,XX,XX,42,52,XX,56,XX,XX,67,XX,68,72,85,07,09,11,XX,XX,XX,17,18,XX,XX,28,XX,29,38,39,XX,XX,48,56,XX,XX,65,67,XX,78,82,XX,0984
XX,07,XX,XX,13,XX,14,26,40,XX,45,47,XX,56,XX,XX,57,63,69,70,72,XX,XX,XX,74,XX,88,XX,04,XX,XX,08,17,20,22,XX,43,XX,XX,46,50,56,59,XX,XX,XX,XX,60,XX,72,80,82,87,XX,XX,03,05,XX,10,15,XX,20,XX,21,XX,XX,XX,22,XX,37,39,45,49,XX,51,XX,52,62,XX,81,XX,0985
02,14,XX,17,XX,XX,XX,20,26,28,32,35,XX,45,XX,XX,49,XX,51,56,XX,XX,65,69,89,XX,XX,11,30,XX,32,XX,XX,42,51,XX,XX,XX,54,XX,59,XX,62,63,70,71,XX,76,XX,77,78,XX,XX,81,XX,04,05,30,XX,39,XX,XX,42,44,48,XX,53,XX,57,XX,75,XX,XX,78,79,XX,80,XX,85,XX,90,0986
01,XX,XX,XX,04,05,09,XX,14,XX,XX,15,21,24,27,40,XX,XX,47,54,65,XX,XX,XX,XX,76,80,02,XX,04,11,XX,12,17,XX,XX,XX,20,23,25,XX,XX,27,39,XX,XX,43,XX,51,83,84,XX,87,XX,02,09,XX,17,XX,18,31,XX,XX,XX,XX,XX,XX,32,54,57,58,60,74,XX,XX,XX,XX,75,79,83,86,0987
04,XX,05,XX,12,17,XX,23,XX,XX,XX,37,XX,43,47,57,60,XX,XX,61,XX,XX,67,70,73,XX,89,XX,04,XX,05,XX,XX,08,15,24,XX,25,29,XX,38,40,XX,XX,54,58,61,XX,64,XX,XX,XX,72,73,05,XX,XX,16,XX,23,XX,44,52,53,XX,57,64,66,XX,XX,71,XX,XX,XX,73,XX,76,78,81,87,XX,0988
XX,XX,15,17,XX,21,29,30,XX,XX,41,XX,47,49,51,XX,XX,60,XX,XX,XX,61,XX,62,68,83,84,03,XX,07,09,21,XX,XX,XX,23,XX,32,47,XX,52,XX,67,72,XX,79,81,85,86,XX,XX,89,XX,XX,XX,03,XX,XX,05,06,XX,08,27,32,XX,XX,41,44,XX,45,59,XX,XX,63,XX,67,72,73,XX,XX,83,0989
XX,05,06,XX,08,13,16,XX,XX,17,XX,XX,28,29,39,XX,42,XX,59,73,XX,74,XX,84,85,XX,XX,06,XX,07,11,XX,22,36,XX,XX,XX,40,XX,XX,44,XX,52,56,66,68,XX,69,72,XX,77,XX,84,XX,01,XX,XX,03,12,16,XX,XX,20,31,XX,32,XX,36,39,XX,44,XX,52,53,XX,64,XX,XX,XX,84,87,0990
04,XX,XX,XX,17,20,25,XX,39,43,46,XX,51,64,XX,67,XX,XX,72,XX,XX,XX,75,78,83,87,XX,XX,01,XX,04,XX,08,XX,10,15,20,27,XX,39,40,XX,XX,XX,49,XX,53,XX,XX,58,67,XX,84,89,XX,05,12,16,17,XX,XX,49,XX,XX,XX,51,57,XX,60,63,64,XX,XX,XX,XX,70,XX,74,77,83,88,0991
07,08,15,XX,XX,XX,XX,21,46,XX,47,XX,49,XX,54,63,XX,66,XX,71,XX,XX,XX,73,76,78,80,12,14,16,24,25,XX,XX,XX,XX,26,XX,43,44,46,XX,XX,47,XX,XX,67,69,75,XX,XX,XX,80,81,XX,09,12,XX,XX,18,19,XX,28,XX,36,XX,42,47,XX,53,62,XX,XX,XX,75,XX,77,XX,78,85,90,0992
01,03,XX,16,XX,XX,XX,18,30,37,39,XX,43,XX,XX,46,48,XX,XX,55,57,66,XX,68,XX,78,XX,XX,XX,05,08,XX,17,18,34,XX,XX,XX,XX,35,38,XX,52,59,69,74,XX,75,78,XX,XX,XX,79,82,XX,01,XX,XX,09,XX,10,23,31,XX,34,36,48,53,XX,XX,XX,56,62,64,XX,68,XX,76,XX,XX,79,0993
08,XX,XX,10,15,20,XX,XX,21,32,XX,XX,XX,XX,44,58,59,61,64,XX,XX,XX,65,71,XX,86,88,07,XX,08,XX,11,XX,XX,20,23,XX,28,XX,29,XX,34,45,56,XX,XX,63,XX,68,69,84,XX,86,XX,XX,02,08,XX,09,27,43,XX,XX,46,51,XX,XX,53,XX,55,XX,62,67,69,XX,72,XX,74,XX,XX,87,0994
15,25,XX,XX,26,XX,XX,36,41,54,60,69,XX,XX,XX,72,XX,74,XX,75,XX,XX,76,XX,77,81,89,06,13,25,XX,XX,XX,26,35,XX,XX,38,39,41,56,XX,60,XX,XX,67,75,XX,80,86,88,XX,XX,XX,14,XX,17,XX,XX,22,34,39,XX,XX,XX,XX,44,45,XX,46,66,67,69,XX,XX,71,XX,80,82,XX,83,0995
XX,03,04,XX,XX,10,XX,12,16,XX,XX,21,22,XX,23,26,XX,30,62,71,83,XX,88,XX,90,XX,XX,02,03,XX,XX,XX,XX,06,08,11,XX,XX,21,35,XX,38,47,XX,49,52,60,61,XX,85,XX,86,XX,XX,08,13,XX,18,19,XX,XX,XX,21,31,35,39,45,XX,60,XX,XX,XX,62,XX,XX,66,68,80,XX,86,XX,0996
XX,XX,01,XX,11,30,40,44,XX,XX,XX,XX,45,47,50,XX,54,57,60,XX,63,XX,XX,64,XX,72,77,18,25,26,28,XX,XX,XX,XX,32,33,XX,45,XX,52,54,XX,56,XX,67,80,XX,83,XX,85,XX,86,XX,07,18,23,29,XX,35,XX,XX,XX,XX,38,XX,41,XX,XX,50,53,64,XX,71,81,XX,83,86,90,XX,XX,0997
07,11,XX,XX,27,XX,30,XX,31,XX,XX,40,48,51,XX,57,XX,66,XX,XX,68,71,82,XX,83,XX,90,02,XX,03,09,XX,XX,10,XX,11,21,XX,22,24,39,XX,XX,XX,43,XX,63,XX,68,XX,XX,69,75,78,XX,02,XX,09,12,XX,XX,14,24,26,XX,27,28,XX,34,XX,53,XX,57,XX,58,XX,62,XX,XX,80,88,0998
XX,01,XX,04,06,XX,XX,10,29,49,XX,XX,54,55,65,70,XX,XX,XX,XX,XX,72,73,75,XX,76,88,XX,XX,07,XX,10,17,26,XX,42,XX,XX,47,52,61,XX,64,XX,71,XX,72,73,75,XX,XX,80,XX,87,XX,04,14,XX,18,31,XX,35,XX,36,XX,38,XX,XX,41,XX,48,52,XX,XX,XX,56,67,68,74,77,XX,0999
XX,06,07,08,XX,XX,XX,13,30,36,XX,44,45,56,XX,XX,XX,62,63,XX,66,68,XX,XX,XX,77,85,06,07,XX,14,XX,15,XX,17,XX,XX,29,35,42,XX,50,XX,53,XX,XX,XX,64,66,70,XX,74,XX,80,XX,XX,XX,04,XX,14,17,20,26,XX,28,29,XX,34,46,47,XX,XX,XX,51,68,XX,71,XX,XX,76,84,1000
